,start_dt,stop_dt,activation_state,fishing_net,behaviour,group_size,date,sequence,file
5638.json,2020-07-12 14:06:23.774334142,2020-07-12 14:06:25.249098880,Control,Present,Travelling,6.0,2020-07-12 14:06:00,2020-07-12_13:42,2020-07-12_14:06
1048.json,2020-07-11 13:22:04.640419040,2020-07-11 13:22:04.797497809,AFT,Present,Travelling,11.0,2020-07-11 13:22:00,2020-07-11_13:15,2020-07-11_13:22
1753.json,2022-07-17 17:29:33.577754694,2022-07-17 17:29:34.611559469,AFT,Absent,Attraction,5.0,2022-07-17 17:29:00,2022-07-17_17:21,2022-07-17_17:29
11125.json,2020-07-16 10:07:03.693311841,2020-07-16 10:07:04.667125260,DUR,Present,Travelling,8.0,2020-07-16 10:07:00,2020-07-16_10:06,2020-07-16_10:07
1894.json,2022-07-17 17:28:23.772188322,2022-07-17 17:28:24.265538230,AFT,Absent,Attraction,5.0,2022-07-17 17:28:00,2022-07-17_17:21,2022-07-17_17:28
11599.json,2020-07-16 08:25:58.841775925,2020-07-16 08:25:59.983040447,DUR,Absent,Foraging,40.0,2020-07-16 08:25:00,2020-07-16_08:23,2020-07-16_08:25
318.json,2020-07-11 09:38:31.107649796,2020-07-11 09:38:31.616105789,DUR,Present,Attraction,5.0,2020-07-11 09:38:00,2020-07-11_09:33,2020-07-11_09:38
1653.json,2022-07-17 17:52:21.835907441,2022-07-17 17:52:22.670543995,AFT,Absent,Foraging,8.0,2022-07-17 17:52:00,2022-07-17_17:21,2022-07-17_17:52
570.json,2020-07-11 11:43:14.382082389,2020-07-11 11:43:14.814024797,DUR,Present,Travelling,35.0,2020-07-11 11:43:00,2020-07-11_11:40,2020-07-11_11:43
3168.json,2020-07-18 08:14:07.830483643,2020-07-18 08:14:08.306280616,DUR,Present,Travelling,4.0,2020-07-18 08:14:00,2020-07-18_07:53,2020-07-18_08:14
3467.json,2022-07-18 19:16:44.335776877,2022-07-18 19:16:45.364024846,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16
4666.json,2022-07-18 19:50:45.701401481,2022-07-18 19:50:45.908892158,DUR,Absent,Foraging,10.0,2022-07-18 19:50:00,2022-07-18_19:28,2022-07-18_19:50
5794.json,2020-07-12 13:46:56.448473537,2020-07-12 13:46:56.608452206,DUR,Present,Attraction,8.0,2020-07-12 13:46:00,2020-07-12_13:42,2020-07-12_13:46
3800.json,2022-07-18 19:17:52.089054793,2022-07-18 19:17:52.321023863,DUR,Absent,Foraging,4.0,2022-07-18 19:17:00,2022-07-18_19:03,2022-07-18_19:17
7749.json,2020-07-13 11:49:14.726036528,2020-07-13 11:49:15.149980003,BEF+DUR,Absent,Travelling,12.0,2020-07-13 11:49:00,2020-07-13_11:41,2020-07-13_11:49
1616.json,2022-07-17 17:52:46.590420442,2022-07-17 17:52:46.903749479,AFT,Absent,Foraging,8.0,2022-07-17 17:52:00,2022-07-17_17:21,2022-07-17_17:52
4998.json,2022-07-18 18:30:49.210973625,2022-07-18 18:30:49.894748762,AFT,Absent,Foraging,7.0,2022-07-18 18:30:00,2022-07-18_18:23,2022-07-18_18:30
12924.json,2022-07-16 19:07:05.223865015,2022-07-16 19:07:06.342499255,Control,Absent,Foraging,3.0,2022-07-16 19:07:00,2022-07-16_19:01,2022-07-16_19:07
1926.json,2022-07-17 17:28:35.425585951,2022-07-17 17:28:35.606350414,AFT,Absent,Attraction,5.0,2022-07-17 17:28:00,2022-07-17_17:21,2022-07-17_17:28
9268.json,2020-07-17 09:00:34.643380883,2020-07-17 09:00:34.835355286,DUR,Present,Attraction,5.0,2020-07-17 09:00:00,2020-07-17_08:57,2020-07-17_09:00
12552.json,2020-07-16 09:01:47.900619368,2020-07-16 09:01:48.273055560,DUR,Present,Travelling,6.0,2020-07-16 09:01:00,2020-07-16_08:58,2020-07-16_09:01
13436.json,2021-07-09 11:14:53.329503074,2021-07-09 11:14:53.940996378,Control,Present,,,2021-07-09 11:14:00,2021-07-09_11:09,2021-07-09_11:14
9968.json,2020-07-16 09:05:31.380180461,2020-07-16 09:05:31.605019733,DUR,Present,Travelling,5.0,2020-07-16 09:05:00,2020-07-16_08:58,2020-07-16_09:05
7280.json,2020-07-12 14:03:20.440700930,2020-07-12 14:03:20.896269707,Control,Present,Attraction,2.0,2020-07-12 14:03:00,2020-07-12_13:42,2020-07-12_14:03
13229.json,2021-07-09 11:27:17.286121608,2021-07-09 11:27:17.886103048,Control,Present,,,2021-07-09 11:27:00,2021-07-09_11:09,2021-07-09_11:27
4544.json,2022-07-18 19:04:24.156779096,2022-07-18 19:04:24.316757766,DUR,Absent,Foraging,8.0,2022-07-18 19:04:00,2022-07-18_19:03,2022-07-18_19:04
3410.json,2022-07-18 19:40:21.542740107,2022-07-18 19:40:21.764634561,BEF+DUR,Absent,Travelling,6.0,2022-07-18 19:40:00,2022-07-18_19:28,2022-07-18_19:40
7693.json,2020-07-13 06:42:55.631355822,2020-07-13 06:42:56.381648461,BEF+DUR,Present,Attraction,10.0,2020-07-13 06:42:00,2020-07-13_06:37,2020-07-13_06:42
7418.json,2020-07-14 08:57:21.301159845,2020-07-14 08:57:21.476136515,Control,Absent,Travelling,6.0,2020-07-14 08:57:00,2020-07-14_08:56,2020-07-14_08:57
3441.json,2022-07-18 19:16:24.504179775,2022-07-18 19:16:25.210831882,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16
179.json,2020-07-11 11:41:53.633149995,2020-07-11 11:41:53.746532688,DUR,Present,Foraging,12.0,2020-07-11 11:41:00,2020-07-11_11:40,2020-07-11_11:41
4086.json,2022-07-18 18:31:22.941347420,2022-07-18 18:31:23.219914037,AFT,Absent,Foraging,7.0,2022-07-18 18:31:00,2022-07-18_18:23,2022-07-18_18:31
1414.json,2022-07-17 18:42:50.989452422,2022-07-17 18:42:51.778964686,DUR,Absent,Travelling,10.0,2022-07-17 18:42:00,2022-07-17_18:41,2022-07-17_18:42
5324.json,2022-07-18 19:12:43.403530267,2022-07-18 19:12:44.097723079,DUR,Absent,Foraging,4.0,2022-07-18 19:12:00,2022-07-18_19:03,2022-07-18_19:12
11929.json,2020-07-16 08:59:17.293477112,2020-07-16 08:59:17.749911074,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59
1271.json,2020-07-11 11:57:08.669597122,2020-07-11 11:57:09.023217891,DUR,Present,Travelling,6.0,2020-07-11 11:57:00,2020-07-11_11:40,2020-07-11_11:57
401.json,2020-07-11 11:58:27.059026310,2020-07-11 11:58:27.981763330,DUR,Present,Travelling,6.0,2020-07-11 11:58:00,2020-07-11_11:40,2020-07-11_11:58
9433.json,2020-07-17 08:43:43.497641863,2020-07-17 08:43:44.856596494,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43
9676.json,2020-07-17 08:13:00.009466123,2020-07-17 08:13:01.422576907,DUR+AFT,Present,Attraction,20.0,2020-07-17 08:13:00,2020-07-17_08:08,2020-07-17_08:13
665.json,2020-07-11 09:03:05.232877700,2020-07-11 09:03:05.376100734,DUR,Absent,Socialising,8.0,2020-07-11 09:03:00,2020-07-11_08:36,2020-07-11_09:03
5498.json,2020-07-12 14:05:22.244224417,2020-07-12 14:05:23.160300185,Control,Present,Travelling,6.0,2020-07-12 14:05:00,2020-07-12_13:42,2020-07-12_14:05
13720.json,2021-07-09 11:15:48.664342462,2021-07-09 11:15:49.186148903,Control,Present,,,2021-07-09 11:15:00,2021-07-09_11:09,2021-07-09_11:15
1544.json,2022-07-17 17:33:55.800559925,2022-07-17 17:33:56.213090544,DUR,Absent,Foraging,5.0,2022-07-17 17:33:00,2022-07-17_17:21,2022-07-17_17:33
13595.json,2021-07-09 11:31:54.170183537,2021-07-09 11:31:54.528821031,Control,Present,,,2021-07-09 11:31:00,2021-07-09_11:09,2021-07-09_11:31
4475.json,2022-07-18 19:07:10.865084000,2022-07-18 19:07:11.103276253,DUR,Absent,Foraging,4.0,2022-07-18 19:07:00,2022-07-18_19:03,2022-07-18_19:07
5614.json,2020-07-12 10:11:45.329956006,2020-07-12 10:11:45.657912278,Control,Present,Travelling,5.0,2020-07-12 10:11:00,2020-07-12_10:09,2020-07-12_10:11
4350.json,2022-07-18 19:49:03.651486250,2022-07-18 19:49:04.433331528,DUR,Absent,Foraging,10.0,2022-07-18 19:49:00,2022-07-18_19:28,2022-07-18_19:49
6136.json,2020-07-12 13:45:23.402208740,2020-07-12 13:45:23.928241294,DUR,Present,Attraction,8.0,2020-07-12 13:45:00,2020-07-12_13:42,2020-07-12_13:45
2093.json,2022-07-17 17:31:02.249246706,2022-07-17 17:31:03.034801905,DUR,Absent,Foraging,5.0,2022-07-17 17:31:00,2022-07-17_17:21,2022-07-17_17:31
11579.json,2020-07-16 08:25:56.716795182,2020-07-16 08:25:56.832074426,DUR,Absent,Foraging,40.0,2020-07-16 08:25:00,2020-07-16_08:23,2020-07-16_08:25
7237.json,2020-07-12 13:44:57.654069803,2020-07-12 13:44:58.141030548,DUR,Present,Attraction,8.0,2020-07-12 13:44:00,2020-07-12_13:42,2020-07-12_13:44
1514.json,2022-07-17 17:33:51.737061480,2022-07-17 17:33:51.956940509,DUR,Absent,Foraging,5.0,2022-07-17 17:33:00,2022-07-17_17:21,2022-07-17_17:33
9262.json,2020-07-17 09:00:24.484735369,2020-07-17 09:00:25.387922208,DUR,Present,Attraction,5.0,2020-07-17 09:00:00,2020-07-17_08:57,2020-07-17_09:00
3520.json,2022-07-18 19:16:44.412546522,2022-07-18 19:16:45.226770027,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16
13551.json,2021-07-09 12:12:50.457107803,2021-07-09 12:12:50.687634447,DUR,Absent,Foraging,12.0,2021-07-09 12:12:00,2021-07-09_12:08,2021-07-09_12:12
3408.json,2022-07-18 19:40:51.363303337,2022-07-18 19:40:51.878908026,BEF+DUR,Absent,Travelling,6.0,2022-07-18 19:40:00,2022-07-18_19:28,2022-07-18_19:40
12556.json,2020-07-16 09:01:54.605187744,2020-07-16 09:01:55.283830684,DUR,Present,Travelling,6.0,2020-07-16 09:01:00,2020-07-16_08:58,2020-07-16_09:01
7979.json,2020-07-13 07:34:41.913371907,2020-07-13 07:34:42.877029673,Control,Present,Attraction,8.0,2020-07-13 07:34:00,2020-07-13_07:32,2020-07-13_07:34
7925.json,2020-07-13 06:43:32.047169246,2020-07-13 06:43:32.653557521,DUR+AFT,Present,Attraction,10.0,2020-07-13 06:43:00,2020-07-13_06:37,2020-07-13_06:43
2646.json,2020-07-18 08:09:55.186618824,2020-07-18 08:09:56.739761450,DUR,Present,Travelling,3.0,2020-07-18 08:09:00,2020-07-18_07:53,2020-07-18_08:09
9951.json,2020-07-16 09:05:36.816105728,2020-07-16 09:05:36.960566105,DUR,Present,Travelling,5.0,2020-07-16 09:05:00,2020-07-16_08:58,2020-07-16_09:05
6157.json,2020-07-12 13:45:56.666855440,2020-07-12 13:45:57.274327080,DUR,Present,Attraction,8.0,2020-07-12 13:45:00,2020-07-12_13:42,2020-07-12_13:45
2956.json,2020-07-18 08:59:08.313870516,2020-07-18 08:59:08.669722870,DUR,Present,Travelling,20.0,2020-07-18 08:59:00,2020-07-18_08:57,2020-07-18_08:59
8880.json,2020-07-13 06:39:27.844478947,2020-07-13 06:39:28.025001650,DUR,Absent,Attraction,10.0,2020-07-13 06:39:00,2020-07-13_06:37,2020-07-13_06:39
3630.json,2022-07-18 17:17:48.820696030,2022-07-18 17:17:49.248113748,DUR,Absent,Attraction,4.0,2022-07-18 17:17:00,2022-07-18_17:13,2022-07-18_17:17
12566.json,2020-07-16 08:33:43.079483284,2020-07-16 08:33:44.094896818,BEF+DUR,Absent,Foraging,15.0,2020-07-16 08:33:00,2020-07-16_08:23,2020-07-16_08:33
1942.json,2022-07-17 17:28:30.802418689,2022-07-17 17:28:31.024581311,AFT,Absent,Attraction,5.0,2022-07-17 17:28:00,2022-07-17_17:21,2022-07-17_17:28
6380.json,2020-07-12 13:59:37.838652935,2020-07-12 13:59:38.911106972,Control,Present,Attraction,2.0,2020-07-12 13:59:00,2020-07-12_13:42,2020-07-12_13:59
6861.json,2020-07-12 09:04:23.132915610,2020-07-12 09:04:23.300893214,BEF,Absent,Attraction,12.0,2020-07-12 09:04:00,2020-07-12_09:03,2020-07-12_09:04
11480.json,2020-07-16 08:26:07.466817834,2020-07-16 08:26:08.631416523,DUR,Absent,Foraging,40.0,2020-07-16 08:26:00,2020-07-16_08:23,2020-07-16_08:26
161.json,2020-07-11 11:41:53.296893748,2020-07-11 11:41:54.008798827,DUR,Present,Foraging,12.0,2020-07-11 11:41:00,2020-07-11_11:40,2020-07-11_11:41
13478.json,2021-07-09 11:29:21.640573725,2021-07-09 11:29:21.837594853,Control,Present,,,2021-07-09 11:29:00,2021-07-09_11:09,2021-07-09_11:29
8320.json,2020-07-13 06:44:52.482385217,2020-07-13 06:44:53.265907280,Control,Present,Attraction,10.0,2020-07-13 06:44:00,2020-07-13_06:37,2020-07-13_06:44
6387.json,2020-07-12 13:59:47.881615785,2020-07-12 13:59:48.297560325,Control,Present,Attraction,2.0,2020-07-12 13:59:00,2020-07-12_13:42,2020-07-12_13:59
12015.json,2020-07-16 09:33:32.297727129,2020-07-16 09:33:32.615563836,Control,Present,Attraction,5.0,2020-07-16 09:33:00,2020-07-16_09:30,2020-07-16_09:33
9875.json,2020-07-16 10:11:17.283583601,2020-07-16 10:11:17.598977809,DUR,Present,Milling,8.0,2020-07-16 10:11:00,2020-07-16_10:06,2020-07-16_10:11
13184.json,2021-07-09 11:30:50.883252750,2021-07-09 11:30:51.096496121,Control,Present,,,2021-07-09 11:30:00,2021-07-09_11:09,2021-07-09_11:30
1775.json,2022-07-17 17:26:03.049589057,2022-07-17 17:26:03.598966199,DUR,Absent,Attraction,5.0,2022-07-17 17:26:00,2022-07-17_17:21,2022-07-17_17:26
7187.json,2020-07-12 13:44:58.983499921,2020-07-12 13:44:59.592054393,DUR,Present,Attraction,8.0,2020-07-12 13:44:00,2020-07-12_13:42,2020-07-12_13:44
449.json,2020-07-11 11:58:09.808417185,2020-07-11 11:58:10.187926840,DUR,Present,Travelling,6.0,2020-07-11 11:58:00,2020-07-11_11:40,2020-07-11_11:58
4812.json,2022-07-18 17:50:11.167161678,2022-07-18 17:50:11.435041187,BEF,Absent,Attraction,12.0,2022-07-18 17:50:00,2022-07-18_17:37,2022-07-18_17:50
3553.json,2022-07-18 18:03:28.884985962,2022-07-18 18:03:29.032386943,AFT,Absent,Foraging,12.0,2022-07-18 18:03:00,2022-07-18_17:37,2022-07-18_18:03
5871.json,2020-07-12 13:46:40.882492907,2020-07-12 13:46:41.200728710,DUR,Present,Attraction,8.0,2020-07-12 13:46:00,2020-07-12_13:42,2020-07-12_13:46
3060.json,2020-07-18 08:58:32.159179294,2020-07-18 08:58:33.130843937,BEF+DUR,Present,Travelling,20.0,2020-07-18 08:58:00,2020-07-18_08:57,2020-07-18_08:58
10065.json,2020-07-16 09:02:14.958005599,2020-07-16 09:02:15.101986402,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02
7406.json,2020-07-14 06:43:42.642314358,2020-07-14 06:43:43.586188508,Control,Absent,Travelling,5.0,2020-07-14 06:43:00,2020-07-14_06:42,2020-07-14_06:43
12406.json,2020-07-16 09:38:03.422001733,2020-07-16 09:38:04.235488524,Control,Present,Attraction,5.0,2020-07-16 09:38:00,2020-07-16_09:30,2020-07-16_09:38
11548.json,2020-07-16 08:25:12.239461783,2020-07-16 08:25:13.321982967,DUR,Absent,Foraging,40.0,2020-07-16 08:25:00,2020-07-16_08:23,2020-07-16_08:25
8120.json,2020-07-13 06:41:27.583333795,2020-07-13 06:41:28.037958677,BEF,Present,Attraction,10.0,2020-07-13 06:41:00,2020-07-13_06:37,2020-07-13_06:41
612.json,2020-07-11 08:57:49.681375817,2020-07-11 08:57:49.823574898,DUR,Absent,Socialising,8.0,2020-07-11 08:57:00,2020-07-11_08:36,2020-07-11_08:57
11673.json,2020-07-16 08:34:51.713104919,2020-07-16 08:34:52.424476736,DUR,Absent,Foraging,6.0,2020-07-16 08:34:00,2020-07-16_08:23,2020-07-16_08:34
12832.json,2020-07-16 09:53:12.926276496,2020-07-16 09:53:13.166244501,DUR,Present,Attraction,7.0,2020-07-16 09:53:00,2020-07-16_09:51,2020-07-16_09:53
6483.json,2020-07-12 09:41:30.528952937,2020-07-12 09:41:30.752566874,Control,Present,Attraction,15.0,2020-07-12 09:41:00,2020-07-12_09:39,2020-07-12_09:41
9179.json,2020-07-17 08:59:59.481622979,2020-07-17 08:59:59.894327465,DUR,Present,Travelling,4.0,2020-07-17 08:59:00,2020-07-17_08:57,2020-07-17_08:59
12603.json,2020-07-16 09:07:49.274315580,2020-07-16 09:07:49.647458208,DUR,Present,Travelling,5.0,2020-07-16 09:07:00,2020-07-16_08:58,2020-07-16_09:07
5553.json,2020-07-12 14:05:25.186833486,2020-07-12 14:05:25.300567498,Control,Present,Travelling,6.0,2020-07-12 14:05:00,2020-07-12_13:42,2020-07-12_14:05
4758.json,2022-07-18 17:58:16.616250418,2022-07-18 17:58:16.918316407,BEF+DUR,Absent,Foraging,12.0,2022-07-18 17:58:00,2022-07-18_17:37,2022-07-18_17:58
213.json,2020-07-11 11:44:43.728209864,2020-07-11 11:44:44.386081856,DUR,Present,Travelling,35.0,2020-07-11 11:44:00,2020-07-11_11:40,2020-07-11_11:44
6892.json,2020-07-12 14:08:24.572723637,2020-07-12 14:08:24.996667111,Control,Present,Attraction,6.0,2020-07-12 14:08:00,2020-07-12_13:42,2020-07-12_14:08
11285.json,2020-07-16 10:08:13.482749045,2020-07-16 10:08:14.350470651,DUR,Present,Foraging,8.0,2020-07-16 10:08:00,2020-07-16_10:06,2020-07-16_10:08
11601.json,2020-07-16 08:25:06.463547604,2020-07-16 08:25:08.426887259,DUR,Absent,Foraging,40.0,2020-07-16 08:25:00,2020-07-16_08:23,2020-07-16_08:25
11920.json,2020-07-16 08:59:35.229383159,2020-07-16 08:59:35.851570569,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59
1369.json,2022-07-17 17:46:12.039231928,2022-07-17 17:46:12.627828395,DUR,Absent,Foraging,8.0,2022-07-17 17:46:00,2022-07-17_17:21,2022-07-17_17:46
8549.json,2020-07-13 08:56:18.155558220,2020-07-13 08:56:19.380475800,Control,Present,Travelling,8.0,2020-07-13 08:56:00,2020-07-13_08:52,2020-07-13_08:56
3062.json,2020-07-18 08:58:13.069709365,2020-07-18 08:58:13.292022086,BEF+DUR,Present,Travelling,20.0,2020-07-18 08:58:00,2020-07-18_08:57,2020-07-18_08:58
4912.json,2022-07-18 18:53:31.061313269,2022-07-18 18:53:31.248523027,DUR,Absent,Foraging,5.0,2022-07-18 18:53:00,2022-07-18_18:23,2022-07-18_18:53
3819.json,2022-07-18 19:17:38.796363806,2022-07-18 19:17:38.968908188,DUR,Absent,Foraging,4.0,2022-07-18 19:17:00,2022-07-18_19:03,2022-07-18_19:17
2737.json,2020-07-18 08:46:15.301923260,2020-07-18 08:46:16.207448187,DUR+AFT,Present,Socialising,10.0,2020-07-18 08:46:00,2020-07-18_08:45,2020-07-18_08:46
3616.json,2022-07-18 17:17:47.351657965,2022-07-18 17:17:48.930074580,DUR,Absent,Attraction,4.0,2022-07-18 17:17:00,2022-07-18_17:13,2022-07-18_17:17
5773.json,2020-07-12 09:43:04.814957279,2020-07-12 09:43:05.999339503,Control,Present,Attraction,15.0,2020-07-12 09:43:00,2020-07-12_09:39,2020-07-12_09:43
12455.json,2020-07-16 09:38:21.075170125,2020-07-16 09:38:21.548752997,Control,Present,Attraction,5.0,2020-07-16 09:38:00,2020-07-16_09:30,2020-07-16_09:38
7932.json,2020-07-13 06:43:34.417668890,2020-07-13 06:43:35.059958405,DUR+AFT,Present,Attraction,10.0,2020-07-13 06:43:00,2020-07-13_06:37,2020-07-13_06:43
5763.json,2020-07-12 09:43:43.682175710,2020-07-12 09:43:45.161720373,Control,Present,Attraction,15.0,2020-07-12 09:43:00,2020-07-12_09:39,2020-07-12_09:43
2529.json,2022-07-17 17:48:44.058091724,2022-07-17 17:48:44.286366159,DUR,Absent,Foraging,8.0,2022-07-17 17:48:00,2022-07-17_17:21,2022-07-17_17:48
10614.json,2020-07-16 09:03:16.176114928,2020-07-16 09:03:17.406637430,DUR,Present,Travelling,6.0,2020-07-16 09:03:00,2020-07-16_08:58,2020-07-16_09:03
10564.json,2020-07-16 09:03:30.273995912,2020-07-16 09:03:31.095302661,DUR,Present,Travelling,6.0,2020-07-16 09:03:00,2020-07-16_08:58,2020-07-16_09:03
9050.json,2020-07-13 09:46:40.925082366,2020-07-13 09:46:41.615592433,Control,Absent,Socialising,4.0,2020-07-13 09:46:00,2020-07-13_09:43,2020-07-13_09:46
4282.json,2022-07-18 17:56:45.978711196,2022-07-18 17:56:46.138265929,DUR,Absent,Foraging,12.0,2022-07-18 17:56:00,2022-07-18_17:37,2022-07-18_17:56
2597.json,2022-07-17 17:54:49.313990473,2022-07-17 17:54:49.680031459,DUR+AFT,Absent,Foraging,8.0,2022-07-17 17:54:00,2022-07-17_17:21,2022-07-17_17:54
4327.json,2022-07-18 19:49:28.648150139,2022-07-18 19:49:29.024784323,DUR,Absent,Foraging,10.0,2022-07-18 19:49:00,2022-07-18_19:28,2022-07-18_19:49
1604.json,2022-07-17 17:41:37.295703787,2022-07-17 17:41:37.520409506,DUR,Absent,Attraction,8.0,2022-07-17 17:41:00,2022-07-17_17:21,2022-07-17_17:41
5441.json,2020-07-12 14:26:42.578322890,2020-07-12 14:26:42.738301560,Control,Present,Travelling,5.0,2020-07-12 14:26:00,2020-07-12_14:25,2020-07-12_14:26
5423.json,2020-07-12 14:26:00.391305360,2020-07-12 14:26:00.651178451,Control,Present,Travelling,5.0,2020-07-12 14:26:00,2020-07-12_14:25,2020-07-12_14:26
7948.json,2020-07-13 06:43:48.056478295,2020-07-13 06:43:49.752447868,DUR+AFT,Present,Attraction,10.0,2020-07-13 06:43:00,2020-07-13_06:37,2020-07-13_06:43
5284.json,2022-07-18 19:12:11.766522536,2022-07-18 19:12:12.245798940,DUR,Absent,Foraging,4.0,2022-07-18 19:12:00,2022-07-18_19:03,2022-07-18_19:12
2849.json,2020-07-18 08:15:28.882999423,2020-07-18 08:15:29.110696143,DUR+AFT,Present,Travelling,4.0,2020-07-18 08:15:00,2020-07-18_07:53,2020-07-18_08:15
11549.json,2020-07-16 08:25:19.225928176,2020-07-16 08:25:20.003637482,DUR,Absent,Foraging,40.0,2020-07-16 08:25:00,2020-07-16_08:23,2020-07-16_08:25
13581.json,2021-07-09 11:32:20.861218504,2021-07-09 11:32:21.228188077,Control,Present,,,2021-07-09 11:32:00,2021-07-09_11:09,2021-07-09_11:32
11439.json,2020-07-16 08:26:36.047659661,2020-07-16 08:26:36.421038351,DUR,Absent,Foraging,40.0,2020-07-16 08:26:00,2020-07-16_08:23,2020-07-16_08:26
6615.json,2020-07-12 13:58:06.279162778,2020-07-12 13:58:06.815091321,Control,Present,Attraction,2.0,2020-07-12 13:58:00,2020-07-12_13:42,2020-07-12_13:58
12932.json,2021-07-09 07:39:56.793916181,2021-07-09 07:39:57.213194393,DUR,Absent,Travelling,6.0,2021-07-09 07:39:00,2021-07-09_07:34,2021-07-09_07:39
5249.json,2022-07-18 19:08:10.799688755,2022-07-18 19:08:11.230130304,DUR,Absent,Foraging,4.0,2022-07-18 19:08:00,2022-07-18_19:03,2022-07-18_19:08
699.json,2020-07-11 09:02:29.116117851,2020-07-11 09:02:29.756032529,DUR,Absent,Socialising,8.0,2020-07-11 09:02:00,2020-07-11_08:36,2020-07-11_09:02
136.json,2020-07-11 11:41:01.911147857,2020-07-11 11:41:02.160440562,DUR,Present,Foraging,12.0,2020-07-11 11:41:00,2020-07-11_11:40,2020-07-11_11:41
6355.json,2020-07-12 13:59:22.053059592,2020-07-12 13:59:22.437008399,Control,Present,Attraction,2.0,2020-07-12 13:59:00,2020-07-12_13:42,2020-07-12_13:59
5033.json,2022-07-18 18:54:07.780871135,2022-07-18 18:54:07.923497404,DUR,Absent,Foraging,5.0,2022-07-18 18:54:00,2022-07-18_18:23,2022-07-18_18:54
7696.json,2020-07-13 06:42:02.103719504,2020-07-13 06:42:02.439674710,BEF+DUR,Present,Attraction,10.0,2020-07-13 06:42:00,2020-07-13_06:37,2020-07-13_06:42
5961.json,2020-07-12 14:02:29.171105642,2020-07-12 14:02:29.507441302,Control,Present,Attraction,2.0,2020-07-12 14:02:00,2020-07-12_13:42,2020-07-12_14:02
6234.json,2020-07-12 13:57:25.760848460,2020-07-12 13:57:26.458496175,Control,Present,Travelling,3.0,2020-07-12 13:57:00,2020-07-12_13:42,2020-07-12_13:57
11102.json,2020-07-16 10:07:25.114823762,2020-07-16 10:07:26.629693597,DUR,Present,Travelling,8.0,2020-07-16 10:07:00,2020-07-16_10:06,2020-07-16_10:07
6775.json,2020-07-12 13:56:01.503799493,2020-07-12 13:56:01.944240135,Control,Present,Travelling,3.0,2020-07-12 13:56:00,2020-07-12_13:42,2020-07-12_13:56
3999.json,2022-07-18 18:32:25.559399230,2022-07-18 18:32:25.790357966,AFT,Absent,Foraging,7.0,2022-07-18 18:32:00,2022-07-18_18:23,2022-07-18_18:32
4571.json,2022-07-18 19:41:36.740723186,2022-07-18 19:41:37.938719705,DUR,Absent,Travelling,6.0,2022-07-18 19:41:00,2022-07-18_19:28,2022-07-18_19:41
